Timestamp,Shaft_RPM,Engine_Load,Fuel_Flow,Air_Pressure,Ambient_Temp,Oil_Temp,Oil_Pressure,Vibration_X,Vibration_Y,Vibration_Z,Fault_Label,Cylinder1_Pressure,Cylinder1_Exhaust_Temp,Cylinder2_Pressure,Cylinder2_Exhaust_Temp,Cylinder3_Pressure,Cylinder3_Exhaust_Temp,Cylinder4_Pressure,Cylinder4_Exhaust_Temp
01-01-2024 00:00,965.4140727,72.39730688,114.6651072,1.025896479,27.05540358,73.00047432,3.407502746,0.087248287,0.076305173,0.069988215,0,157.7101039,418.761079,139.3356941,449.4281091,151.1404719,400.1428388,138.1943025,469.7882411
01-01-2024 00:00,996.8880521,90.81871277,156.4252618,1.258291148,26.68690232,77.03920807,2.935202996,0.035801519,0.066676595,0.077773665,0,163.3010359,416.9123269,151.742643,383.0420004,147.3268225,400.5578085,131.1043231,430.206873
01-01-2024 00:00,948.4246746,76.35825741,126.1886562,1.18423358,25.48242828,79.07691206,3.942825238,0.102402351,0.047158062,0.046103723,0,148.8688657,455.7078824,155.4419645,374.0991034,131.4713128,455.5223062,143.8958426,417.453433
01-01-2024 00:00,982.3709682,63.8223243,107.840402,1.150488465,24.37299686,78.02889499,3.893301889,0.065176098,0.067617246,0.041622235,0,142.8613691,464.9908379,137.5142801,407.0034803,154.4263968,423.2376759,145.1498297,383.8340814
01-01-2024 00:00,973.1663742,69.48305629,113.6370691,1.17491777,30.67831658,78.3538183,3.518891033,0.047296804,0.085648892,0.093252461,0,138.0805746,407.9923982,144.7952014,482.4249624,152.4380654,427.269295,162.0776614,450.5019852
01-01-2024 00:00,1014.156203,80.04053345,120.4408507,1.077835127,27.24765373,76.7282694,3.421487271,0.052446721,0.065697585,0.048562678,0,136.0514296,376.4347358,137.3723002,393.4520481,150.0117695,441.1456986,149.2086779,408.7655801
01-01-2024 00:00,978.1972686,54.85309447,145.3214487,1.295255335,25.76048513,89.63420259,1.394496463,0.021509366,0.066450857,0.067872796,5,151.7607624,419.7836814,154.9545058,440.9145698,126.6982098,449.0431678,160.9020181,426.8931233
01-01-2024 00:00,910.0758636,63.41623913,117.7842444,1.429747924,28.01770611,84.41216021,3.505467333,0.030714765,0.055455293,0.047526856,0,129.836156,428.1610744,152.0309533,446.5681382,158.8759029,464.9277668,130.154723,407.4639533
01-01-2024 00:00,897.6519826,75.44064593,147.258715,1.283284955,27.98559981,78.6348052,3.782519352,0.045702192,0.038056183,0.03894896,0,144.4119212,410.9239249,159.1645587,433.4516198,139.1712876,474.9907351,136.7181312,447.6979841
01-01-2024 00:00,947.0025276,69.8941626,125.9104675,1.056106403,26.03413583,72.84738335,1.891619288,0.032718087,0.053573788,0.50536643,7,133.8818088,407.0360007,159.3839557,506.7709986,150.8117097,412.903879,149.0850546,423.9004697
01-01-2024 00:00,893.7014982,76.89038805,121.5732251,1.047888167,31.49325592,79.22078706,3.214518967,0.042473016,0.066504245,0.056915081,3,159.6904879,431.727812,149.4773982,386.8451493,158.9260213,402.802706,164.8963773,505.2719519
01-01-2024 00:00,1013.2521,79.74311088,114.6434855,1.1532691,27.54922997,80.37422289,3.072587919,0.062084862,0.052057295,0.07073272,0,151.8045686,405.1476562,143.5682094,363.8100054,138.5234407,399.2512292,158.3901829,427.6347001
01-01-2024 00:00,915.9003135,56.89759188,133.4159617,1.263122714,27.67388052,86.44476053,3.238605664,0.052165958,0.053640692,0.060136977,0,142.4487683,414.2226047,151.4592633,434.0440012,125.5352178,398.5902579,130.0715922,418.949548
01-01-2024 00:00,958.1899247,69.62130742,128.6585995,1.440115114,21.3124142,71.39699496,3.712786051,0.063065046,0.02640749,0.087924043,0,164.5453552,413.5252921,148.547972,461.1308385,150.6590659,443.7396764,157.0887009,420.2076932
01-01-2024 00:00,999.8639889,74.72330301,120.8934919,0.836356366,22.54018708,77.02091961,3.510016463,0.023435985,0.043334654,0.07376007,6,139.2225369,394.7953881,138.9687361,410.6447707,144.590293,421.6872458,131.3598211,366.9642264
01-01-2024 00:00,985.9323794,77.87267349,96.41293091,1.244939969,26.37310165,73.48867064,3.3447989,0.046548266,0.029974825,0.061552291,1,156.0475433,444.4737045,135.948751,406.7092665,164.4406103,390.0362028,130.221768,452.6848152
01-01-2024 00:00,996.9568608,69.21550792,131.7211219,1.408424359,32.49907101,83.7509459,3.26813628,0.018682596,0.063081044,0.059819077,3,155.9390208,524.5162981,133.8450456,432.5513367,155.0162317,412.0136324,148.1338526,435.7088502
01-01-2024 00:00,920.5825909,60.23337144,125.9870896,0.976433618,27.93121148,77.29405871,3.116878152,0.068826563,0.024112904,0.056131214,1,132.9358257,399.4068565,138.4383516,383.9862373,143.4267988,400.7396406,147.5017029,429.2037595
01-01-2024 00:00,916.7706618,67.04771733,127.0354575,1.453015381,27.65313346,77.88194436,3.086815081,0.027630308,0.032986732,0.068432176,0,129.1476423,415.9353047,131.2869558,387.8806839,132.8761503,459.34033,151.8324077,449.4063477
01-01-2024 00:00,924.1080341,66.54702183,137.3660534,1.34017838,26.16151263,85.83860821,3.743651495,0.038545481,0.014771063,0.089876953,0,137.7210619,408.3706109,141.0942316,372.96812,146.1436087,421.5478412,134.4941113,428.7753264
01-01-2024 00:00,859.6165316,69.13354714,158.8630803,1.114253532,28.60818485,81.5296359,4.015811959,0.032384428,0.048026569,0.093718685,0,135.9337746,442.6683314,143.9709136,493.2982097,158.3703034,393.2513001,149.2873029,373.7340971
01-01-2024 00:00,916.9568725,48.83046774,137.3906062,0.977034491,26.11554757,84.0176455,3.579510175,0.026403374,0.048101809,0.042361009,0,136.9399833,439.6377625,150.3688843,429.2661496,140.2125229,409.4738124,157.0494097,390.1013076
01-01-2024 00:00,952.3811736,70.41677929,143.3288317,1.240229071,18.00741071,80.9495442,2.98929031,0.050564057,0.066365928,0.03200399,0,153.274294,390.7691462,144.7965617,414.0140477,140.6643533,406.4407909,145.9360902,455.4464314
01-01-2024 00:00,901.269685,74.21554356,136.806766,1.331018262,28.56336336,81.51577247,2.911205843,0.069278164,0.049860679,0.054550315,0,133.0794948,416.6942211,144.4972683,425.0936694,158.6574967,450.4057104,136.8393877,399.9770051
01-01-2024 00:00,904.6654573,61.29280985,139.0365031,1.331436255,27.30788667,80.19969763,3.311335106,0.004313655,0.044606056,0.070272678,0,140.6932611,444.8984939,165.8979075,397.7097142,145.5010193,433.5017496,161.1854076,411.9837063
01-01-2024 00:00,983.6529183,66.82552802,124.8772849,1.256719398,28.98656977,88.3036097,3.144331532,0.034455163,0.077836406,0.049918915,0,132.1229213,490.9947416,148.0665319,381.3470274,132.3811267,439.2289268,148.3772252,393.2645634
01-01-2024 00:00,948.7064707,84.51600291,133.1840713,1.263927001,28.42808962,85.7970112,2.720530051,0.083141092,0.053538295,0.07560025,0,148.8047046,448.4990868,154.9145276,431.6394551,153.7530913,420.8375462,162.6716985,500.5527964
01-01-2024 00:00,960.2697407,56.02427269,127.8464545,1.190911313,27.12190693,73.56874456,2.919177094,0.037154872,0.037149849,0.053493439,3,136.2035896,420.6863848,137.6033474,441.3292814,134.6915534,526.4885654,148.7802695,410.4883195
01-01-2024 00:00,1020.338194,95.08368947,109.6330564,1.222817615,28.60147165,81.00429573,3.267875756,0.071749974,0.07997165,0.05472143,3,141.9303813,398.5641751,149.853558,521.5484308,147.0444059,429.1085202,155.8349437,437.7848307
01-01-2024 00:00,989.8028318,70.79294259,133.4402196,1.133612985,28.70197737,78.8073479,3.743060192,0.063720572,0.051069227,0.07296816,0,160.4178132,434.9747696,150.6956828,390.3554272,131.2552395,455.258352,159.4039633,468.4597019
01-01-2024 00:00,926.0009751,72.08594851,111.579617,1.180338735,30.39758787,110.1606174,2.065188909,0.052657572,0.090143709,0.070361261,5,156.7959078,425.8433291,146.8460407,391.2746501,156.5648861,382.0711467,143.1418354,398.0838296
01-01-2024 00:00,911.2440954,68.03074235,124.8951699,1.08577183,25.77753329,79.61462489,3.753411467,0.052793121,0.058603194,0.070368411,2,142.3576078,392.3511422,130.4341347,446.614647,108.1262707,404.0142273,137.9520941,394.9394719
01-01-2024 00:00,986.1409417,55.49856005,127.1026949,1.166639532,29.58367993,82.59618664,2.872417618,0.026097711,0.037053872,0.03141314,2,156.2112849,452.8066292,147.5470889,459.8702389,120.8601312,419.5507091,161.962102,442.5596451
01-01-2024 00:00,907.301309,60.62022742,141.6368931,1.072222348,25.94544342,77.6053485,4.017825049,0.032008689,0.06504384,0.106627876,0,144.8389879,412.130849,135.9838746,401.706877,132.3174365,434.8303512,122.6075613,391.8670685
01-01-2024 00:00,957.3527276,60.39448974,145.2015064,1.15342412,24.92194129,74.68435033,3.499503849,0.411446107,0.231009611,0.052930816,4,144.9274025,430.0973803,134.0471222,424.1353784,141.497016,410.0746942,157.6455178,438.3855647
